SA1_7DIGITCODE_2016	persons
1126508	3
1126509	910
1126510	518
1126511	245
1126512	429
1126513	158
1126514	586
1126515	389
1126516	349
1126517	22
1126602	198
1126603	196
1126604	308
1126605	403
1126606	307
1126607	423
1126608	360
1126609	294
1126610	219
1126611	215
1126612	418
1126613	338
1126614	290
1126615	393
1126616	328
1126617	305
1126618	409
1126619	430
1126620	387
1126621	244
1126622	252
1126701	306
1126702	353
1126703	416
1126704	326
1126705	237
1126707	367
1126708	407
1126709	482
1126710	332
1126711	404
1126712	356
1126713	312
1126714	693
1126715	548
1126716	261
1126717	443
1126718	419
1126719	392
1126720	277
1126721	462
1126722	313
1126723	456
1126724	275
1126725	511
1126726	292
1126727	531
1126728	315
1126729	374
1126730	238
1126731	394
1126732	426
1126733	383
1126734	267
1126735	225
1126736	490
1126737	459
1126738	500
1126739	892
1126740	236
1126741	489
1126742	241
1126743	505
1126801	395
1126802	271
1126803	242
1126804	338
1126805	479
1126806	546
1126807	863
1126808	340
1126809	526
1126810	190
1126811	25
1126812	189
1126901	1074
1126902	561
1126903	391
1126904	397
1126906	801
1126907	221
1126908	6
1126910	590
1126911	402
1126912	509
1126913	387
1126914	313
1126915	439
1126916	369
1126917	344
1126920	484
1126921	434
1126922	484
1126923	382
1126924	538
1126925	229
1126926	235
1126927	444
1126928	489
1126929	476
1126930	301
1126931	364
1126932	367
1126933	375
1126934	443
1126935	520
1126936	327
1126937	256
1126938	356
1126939	381
1126940	298
1126941	320
1126942	366
1126943	206
1126944	491
1126945	445
1126946	388
1126947	341
1126948	424
1126949	289
1126950	452
1126951	505
1126952	357
1126953	759
1126954	416
1126955	536
1127001	381
1127003	312
1127004	368
1127005	373
1127006	262
1127007	510
1127008	339
1127009	405
1127010	404
1127011	393
1127012	420
1127013	570
1127014	356
1127015	289
1127016	332
1127017	283
1127018	345
1127019	400
1127020	667
1127021	527
1127022	521
1127023	365
1127024	297
1127025	490
1127026	324
1127027	290
1127028	364
1127029	409
1127031	479
1127032	511
1127033	7
1127034	173
1127101	208
1127103	222
1127104	555
1127105	123
1127106	455
1127107	368
1127108	280
1127109	283
1127110	297
1127111	381
1127112	399
1127113	294
1127114	283
1127116	550
1127117	231
1127118	199
1127119	228
1127120	176
1127121	249
1127122	485
1127123	898
1127124	226
1127125	306
1127126	384
1127127	569
1127128	443
1127129	665
1127130	395
1127131	213
1127132	316
1127133	359
1127134	43
1127135	364
1127136	611
1127137	613
1127138	535
1127139	359
1127140	240
1127141	236
1127142	193
1127143	269
1127144	334
1127201	295
1127202	633
1127203	412
1127204	384
1127205	328
1127206	315
1127207	424
1127208	248
1127209	461
1127210	299
1127211	319
1127213	359
1127214	256
1127215	294
1127216	206
1127217	581
1127218	231
1127219	324
1127220	328
1127221	242
1127222	488
1127223	423
1127224	459
1127225	336
1127226	146
1127301	98
1127302	383
1127303	409
1127304	260
1127305	448
1127306	381
1127307	576
1127308	512
1127309	124
1127310	324
1127312	107
1127401	235
1127402	101
1127403	333
1127404	294
1127405	221
1127406	357
1127407	407
1127408	577
1127409	239
1127410	283
1127411	383
1127412	297
1127413	269
1127414	262
1127416	687
1127501	49
1127601	302
1127602	475
1127603	481
1127604	336
1127605	359
1127606	383
1127607	455
1127608	326
1127609	372
1127610	708
1127701	408
1127702	360
1127703	490
1127704	227
1127705	411
1127706	238
1127707	248
1127708	381
1127709	338
1127710	345
1127711	485
1127712	459
1127713	332
1127714	380
1127715	326
1127716	284
1127717	585
1127718	409
1127719	429
1127720	377
1127721	397
1127722	293
1127723	492
1127724	257
1127725	499
1127726	374
1127727	571
1127728	452
1127729	340
1127730	493
1127731	302
1127732	514
1127733	623
1127734	332
1127735	382
1127736	225
1127737	671
1127738	270
1127739	433
1127740	3
1127741	339
1127801	546
1127802	339
1127803	624
1127804	215
1127805	283
1127806	70
1127808	219
1127809	343
1127810	316
1127811	488
1127812	564
1127813	472
1127815	521
1127816	493
1127817	355
1127818	342
1127819	392
1127820	447
1127821	422
1127822	500
1127823	212
1127824	83
1127825	429
1127827	320
1127828	472
1127829	431
1127830	320
1127831	235
1127832	627
1127833	325
1127834	302
1127835	416
1127836	289
1127837	255
1127838	189
1127839	468
1127840	626
1127841	378
1127842	379
1127843	333
1127844	352
1127845	666
1127846	500
1127847	631
1127848	879
1127849	23
1127850	409
1127851	589
1127852	289
1127853	353
1127854	317
1127905	357
1127906	246
1127907	304
1127908	457
1127909	492
1127910	385
1127912	275
1127913	466
1127914	278
1127915	481
1127916	595
1127917	359
1127918	293
1127919	203
1127920	506
1127921	371
1127922	502
1127923	623
1127924	142
1127925	322
1127926	329
1127927	449
1127928	395
1127929	448
1127930	352
1127931	455
1127932	431
1127933	293
1127934	562
1127935	230
1127936	604
1127937	438
1127939	300
1127940	273
1127941	428
1127942	379
1128001	213
1128002	328
1128003	420
1128004	320
1128005	399
1128006	527
1128007	5
1128008	309
1128009	332
1128010	306
1128011	276
1128012	324
1128013	297
1128014	275
1128101	286
1128102	377
1128103	477
1128104	332
1128105	360
1128106	235
1128107	312
1128108	379
1128109	282
1128110	367
1128202	430
1128203	867
1128204	553
1128205	434
1128206	321
1128207	342
1128208	345
1128209	273
1128210	372
1128211	367
1128212	468
1128213	204
1128214	400
1128215	550
1128216	360
1128217	379
1128218	306
1128219	515
1128220	314
1128221	477
1128222	309
1128223	422
1128224	423
1128225	443
1128226	440
1128227	488
1128228	362
1128229	387
1128230	427
1128231	514
1128232	267
1128233	334
1128234	278
1128235	498
1128236	256
1128237	501
1128238	352
1128239	289
1128301	208
1128302	387
1128303	265
1128304	477
1128305	645
1128306	340
1128307	409
1128308	218
1128309	325
1128310	236
1128312	23
1128313	311
1128314	474
1128315	210
1128316	254
1128317	275
1128401	389
1128402	401
1128403	353
1128404	396
1128405	568
1128406	384
1128407	436
1128408	319
1128409	632
1128410	206
1128411	418
1128412	407
1128413	531
1128414	325
1128415	399
1128416	403
1128417	343
1128418	417
1128419	401
1128420	344
1128421	438
1128422	576
1128423	393
1128424	503
1128425	390
1128426	509
1128427	342
1128428	362
1128430	634
1128431	583
1128432	8
1128433	138
1128501	325
1128502	423
1128503	326
1128504	427
1128505	441
1128506	563
1128507	430
1128508	259
1128509	390
1128510	431
1128511	334
1128512	278
1128513	542
1128514	312
1128515	420
1128516	131
1128601	380
1128603	304
1128604	362
1128605	347
1128606	1070
1128608	233
1128609	307
1128610	436
1128611	435
1128613	530
1128615	546
1128616	413
1128617	294
1128618	280
1128619	482
1128620	500
1128621	218
1128622	437
1128623	178
1128624	289
1128625	529
1128626	440
1128701	357
1128702	552
1128703	806
1128704	595
1128705	452
1128706	296
1128707	431
1128708	489
1128709	403
1128710	344
1128711	337
1128712	189
1128713	200
1128714	827
1128715	167
1128716	795
1128717	375
1128718	326
1128719	358
1128720	205
1128721	581
1128723	329
1128724	237
1128725	120
1128726	14
1128801	144
1128802	276
1128803	232
1128804	339
1128805	283
1128806	215
1128807	615
1128808	260
1128809	207
1128810	4
1128811	229
1128812	693
1128901	692
1128902	463
1128903	401
1128904	481
1128905	238
1128906	416
1128907	319
1128908	210
1128909	297
1128910	281
1128911	260
1128912	210
1128913	347
1128914	474
1128915	302
1128916	409
1128917	308
1128918	296
1128919	187
1129001	686
1129002	763
1129003	523
1129004	573
1129005	682
1129006	393
1129007	284
1129008	626
1129009	457
1129010	501
1129011	344
1129012	507
1129013	566
1129014	574
1129015	434
1129016	573
1129017	343
1129018	563
1129019	347
1129020	422
1129021	537
1129022	430
1129023	387
1129024	552
1129025	265
1129026	590
1129027	372
1129028	687
1129029	518
1129030	321
1129031	548
1129032	708
1129033	762
1129034	225
1129035	519
1129036	449
1129037	1044
1129038	362
1129039	234
1129040	492
1129041	280
1129042	547
1129043	586
1129044	301
1129045	585
1129046	200
1129047	266
1129101	398
1129102	351
1129103	512
1129104	420
1129105	455
1129106	426
1129107	254
1129108	502
1129109	513
1129110	495
1129111	570
1129112	385
1129113	255
1129114	420
1129115	452
1129116	608
1129117	312
1129118	388
1129119	456
1129120	411
1129121	406
1129122	284
1129123	765
1129124	298
1129125	518
1129127	98
1129128	561
1129129	520
1129130	192
1129131	355
1129132	235
1129133	446
1129134	459
1129135	336
1129136	231
1129137	652
1129138	3
1129139	413
1129140	443
1129141	393
1129142	547
1129143	622
1129144	480
1129145	514
1129146	398
1129147	6
1129148	393
1129149	893
1129401	640
1129402	339
1129403	347
1129404	107
1129405	212
1129406	352
1129407	301
1129408	469
1129409	332
1129410	313
1129411	205
1129412	390
1129413	657
1129414	343
1129415	770
1129416	468
1129601	327
1129602	348
1129603	404
1129604	285
1129605	368
1129606	486
1129607	266
1129608	278
1129609	369
1129610	582
1129611	410
1129612	324
1129613	356
1129614	645
1129615	427
1129616	408
1129617	400
1129618	267
1129619	446
1129620	548
1129621	356
1129622	547
1129623	331
1129624	254
1129625	454
1129626	258
1129627	398
1129628	475
1129629	459
1129630	331
1129631	381
1129632	459
1129701	407
1129702	367
1129703	441
1129704	337
1129705	352
1129706	263
1129707	260
1129708	302
1129709	531
1129710	382
1129711	250
1129712	380
1129713	606
1129714	469
1129715	335
1129716	254
1129717	247
1129718	361
1129719	422
1129720	370
1129721	312
1129722	470
1129723	292
1129724	273
1129725	328
1129726	289
1129727	132
1129728	327
1129729	321
1129730	230
1129731	362
1129732	471
1129733	393
1129734	601
1129735	427
1129736	432
1129737	444
1129738	390
1129739	420
1129740	197
1129741	235
1129742	265
1129743	352
1129744	357
1129745	262
1129746	320
1129747	460
1129748	474
1129749	311
1129750	422
1129751	421
1129752	423
1129753	554
1129754	390
1129755	410
1129756	428
1129757	226
1129758	274
1129801	337
1129802	341
1129803	367
1129804	289
1129805	217
1129806	366
1129807	420
1129808	287
1129809	306
1129810	209
1129811	298
1129812	344
1129813	217
1129814	508
1129815	266
1129816	180
1129817	269
1129901	392
1129902	544
1129903	342
1129904	320
1129905	260
1129906	181
1129907	281
1129908	371
1130001	462
1130002	549
1130003	264
1130004	468
1130005	295
1130006	239
1130007	392
1130009	266
1130010	343
1130011	335
1130012	293
1130013	328
1130014	261
1130015	275
1130016	575
1130017	326
1130018	394
1130019	490
1130020	235
1130021	298
1130022	473
1130023	521
1130024	359
1130025	371
1130026	396
1130027	252
1130028	325
1130029	550
1130030	225
1130031	456
1130032	307
1130033	266
1130034	419
1130035	432
1130036	330
1130037	471
1130038	329
1130040	238
1130041	400
1130042	501
1130043	525
1130044	269
1130045	379
1130046	239
1130047	582
1130048	384
1130049	486
1130050	363
1130051	476
1130052	339
1130053	305
1130054	398
1130055	256
1130056	388
1130057	151
1130058	328
1130059	101
1130060	240
1130061	105
1130062	506
1130063	370
1130101	484
1130102	227
1130103	385
1130104	608
1130105	296
1130106	411
1130107	527
1130108	384
1130109	572
1130110	450
1130111	311
1130112	390
1130113	291
1130114	395
1130115	456
1130116	640
1130117	349
1130118	1838
1130119	356
1130120	454
1130121	441
1130122	253
1130201	479
1130202	310
1130203	496
1130205	621
1130206	1012
1130207	2118
1130208	454
1130209	354
1130210	1394
1130211	469
1130212	505
1130213	228
1130214	479
1130215	458
1130216	338
1130217	363
1130218	393
1130219	630
1130220	1668
1130221	203
1130222	405
1130223	310
1130224	421
1130225	318
1130226	474
1130227	356
1130228	422
1130229	370
1130230	375
1130231	605
1130232	319
1130233	331
1130234	378
1130235	417
1130236	412
1130237	483
1130238	406
1130239	11
1130240	434
1130241	352
1130242	336
1130243	510
1130244	502
1130245	406
1130246	329
1130301	216
1130302	288
1130303	13
1130304	481
1130305	357
1130306	588
1130307	462
1130308	529
1130310	385
1130311	459
1130312	350
1130313	3
1130314	439
1130315	507
1130316	201
1130317	269
1130318	408
1130319	635
1130320	496
1130321	273
1130322	509
1130323	455
1130324	450
1130325	655
1130326	515
1130327	452
1130328	771
1130329	510
1130332	193
1130333	686
1130334	528
1130335	760
1130336	341
1130338	497
1130339	378
1130340	208
1130341	398
1130342	303
1130343	202
1130344	752
1130401	364
1130402	393
1130403	631
1130404	549
1130405	399
1130406	485
1130407	514
1130408	349
1130409	382
1130410	415
1130411	376
1130412	370
1130413	636
1130414	410
1130415	276
1130416	497
1130417	702
1130418	798
1130419	480
1130420	425
1130421	403
1130422	328
1130423	235
1130424	712
1130425	434
1130426	651
1130427	47
1130428	424
1130429	327
1130430	471
1130431	189
1130432	568
1130433	405
1130434	425
1130435	488
1130436	441
1130437	396
1130438	306
1130439	587
1130440	372
1130442	357
1130601	538
1130602	465
1130604	2638
1130605	252
1130606	405
1130607	301
1130608	661
1130609	345
1130610	322
1130611	491
1130612	445
1130613	455
1130614	402
1130615	399
1130616	303
1130617	464
1130618	278
1130619	500
1130620	504
1130621	475
1130622	402
1130623	283
1130624	485
1130625	507
1130626	385
1130627	350
1130628	384
1130630	570
1130631	416
1130632	385
1130633	330
1130634	337
1130635	271
1130636	232
1130637	255
1130638	618
1130639	409
1130640	339
1130641	503
1130642	374
1130643	323
1130644	192
1130645	400
1130646	388
1130647	402
1130648	304
1130649	339
1130650	491
1130651	278
1130652	932
1130701	601
1130702	410
1130703	476
1130704	222
1130705	409
1130706	342
1130707	457
1130708	502
1130709	499
1130710	484
1130711	526
1130712	400
1130713	357
1130714	567
1130715	361
1130716	478
1130717	567
1130718	415
1130719	445
1130720	536
1130721	5
1130722	314
1130723	392
1130724	249
1130725	413
1130726	604
1130727	381
1130728	235
1130729	403
1130730	593
1130731	355
1130732	268
1130733	322
1130734	520
1130735	560
1130736	486
1130737	357
1130738	469
1130739	406
1130740	484
1130741	441
1130742	553
1130743	282
1130744	520
1130745	542
1130746	421
1130747	473
1130748	601
1130749	601
1130750	566
1130751	310
1130752	412
1130753	468
1130754	688
1130755	547
1130756	587
1130801	429
1130802	484
1130803	436
1130804	230
1130805	514
1130806	312
1130807	606
1130808	367
1130809	575
1130810	816
1130811	479
1130812	479
1130813	506
1130814	608
1130815	418
1130816	433
1130817	460
1130818	54
1130819	285
1130820	756
1130821	552
1130822	375
1130823	761
1130824	315
1130825	274
1130826	427
1130827	572
1130828	546
1130829	694
1130830	602
1130831	297
1130832	580
1130833	547
1130834	534
1130835	370
1130836	494
1130837	511
1130838	464
1130839	320
1130840	379
1130842	641
1130843	511
1130844	559
1130845	594
1130846	523
1130847	324
1130848	491
1130849	555
1130850	393
1130851	495
1130901	504
1130902	444
1130903	394
1130904	438
1130905	448
1130906	565
1130907	370
1130908	377
1130909	341
1130910	499
1130911	369
1130912	503
1130913	282
1130914	616
1130915	313
1130916	311
1130917	390
1130918	588
1130919	633
1130920	473
1130921	324
1130922	792
1130923	412
1130924	802
1130925	528
1130926	269
1130927	296
1130928	490
1130929	730
1130930	448
1130931	438
1130932	380
1130933	253
1130934	416
1130935	329
1130936	358
1131004	586
1131005	595
1131006	416
1131007	251
1131008	678
1131011	315
1131012	482
1131013	373
1131014	407
1131015	367
1131017	549
1131018	784
1131019	500
1131020	456
1131021	295
1131022	394
1131024	1037
1131025	581
1131027	488
1131030	488
1131032	307
1131033	369
1131034	475
1131035	457
1131036	548
1131037	504
1131038	2313
1131039	508
1131040	387
1131041	3020
1131042	429
1131043	505
1131044	447
1131045	432
1131046	455
1131047	281
1131048	209
1131049	480
1131050	415
1131051	662
1131052	443
1131053	353
1131054	389
1131055	492
1131056	456
1131057	869
1131058	413
1131059	1317
1131060	1121
1131061	785
1131062	305
1131063	333
1131064	443
1131065	693
1131066	327
1131067	646
1131201	242
1131203	474
1131204	430
1131205	490
1131206	313
1131207	366
1131208	407
1131209	439
1131210	461
1131211	233
1131213	383
1131214	340
1131215	485
1131216	277
1131217	452
1131218	332
1131219	284
1131220	855
1131221	18
1131222	407
1131223	329
1131226	638
1131227	379
1131228	177
1131229	280
1131230	292
1131231	653
1131232	495
1131233	372
1131234	193
1131235	629
1131236	589
1131237	5
1131238	380
1131239	953
1131240	1953
1131241	1310
1131301	242
1131302	263
1131303	455
1131304	492
1131305	499
1131306	419
1131307	384
1131308	321
1131309	377
1131310	520
1131311	407
1131312	295
1131313	274
1131314	506
1131315	271
1131316	362
1131317	441
1131318	449
1131319	323
1131320	495
1131321	320
1131322	379
1131323	350
1131325	480
1131326	193
1131327	564
1131328	504
1131330	261
1131332	417
1131333	437
1131334	232
1131335	392
1131336	533
1131337	307
1131338	343
1131339	311
1131340	165
1131341	342
1131342	535
1131343	242
1131345	350
1131346	354
1131347	509
1131348	322
1131349	452
1131350	652
1131351	435
1131352	257
1131401	454
1131402	541
1131403	394
1131404	401
1131405	527
1131406	451
1131407	410
1131408	494
1131409	334
1131410	383
1131411	612
1131412	410
1131413	359
1131414	312
1131415	433
1131416	302
1131417	468
1131419	325
1131420	4
1131421	18
1131422	355
1131423	378
1131501	340
1131502	372
1131503	281
1131504	552
1131505	441
1131506	700
1131507	220
1131508	325
1131509	289
1131510	339
1131511	355
1131512	512
1131513	428
1131514	545
1131515	392
1131516	540
1131517	505
1131518	483
1131519	356
1131520	637
1131521	421
1131522	602
1131523	582
1131524	518
1131525	435
1131526	287
1131527	387
1131528	397
1131529	478
1131530	437
1131531	285
1131532	419
1131533	560
1131534	302
1131535	609
1131536	707
1131537	579
1131538	311
1131539	489
1131540	450
1131541	362
1131542	435
1131543	606
1131544	600
1131545	363
1131546	461
1131602	174
1131603	227
1131605	500
1131606	476
1131607	378
1131608	348
1131609	259
1131610	427
1131611	357
1131612	322
1131613	481
1131614	283
1131615	331
1131616	239
1131617	549
1131618	353
1131619	292
1131620	392
1131621	312
1131622	382
1131623	611
1131624	403
1131625	296
1131626	373
1131627	334
1131628	296
1131629	311
1131630	461
1131631	362
1131632	513
1131633	396
1131634	561
1131635	190
1131636	437
1131638	480
1131639	463
1131640	547
1131641	390
1131642	892
1131643	713
1131644	674
1131645	603
1131646	648
1131647	902
1131648	935
1131649	797
1131651	6
1131701	4
1131702	525
1131703	552
1131705	337
1131706	439
1131707	593
1131708	432
1131709	615
1131710	524
1131711	632
1131712	374
1131713	11
1131714	408
1131715	499
1131718	424
1131719	559
1131720	555
1131721	599
1131723	226
1131724	288
1131725	383
1131726	545
1131727	277
1131728	445
1131729	354
1131730	472
1131731	543
1131732	390
1131733	619
1131734	580
1131736	408
1131737	449
1131738	418
1131739	712
1131742	577
1131744	432
1131746	606
1131747	406
1131748	287
1131749	409
1131750	447
1131751	335
1131752	386
1131753	325
1131754	627
1131755	270
1131756	455
1131757	284
1131758	293
1131759	220
1131760	336
1131761	324
1131762	481
1131801	27
1131802	7
1131901	324
1131902	340
1131903	506
1131904	219
1131905	408
1131906	360
1131907	401
1131908	402
1131909	531
1131910	9
1131911	3
1131912	327
1131913	1025
1131914	676
1131915	431
1131916	504
1131917	583
1131918	457
1131919	314
1131920	8
1131921	793
1131922	743
1131923	466
1131924	399
1131925	408
1131926	579
1131927	373
1131928	699
1131929	551
1131930	323
1131931	643
1131932	418
1131933	425
1131934	406
1131935	539
1131936	376
1131937	610
1131938	360
1131939	395
1131940	369
1131941	449
1131942	326
1131943	297
1131944	488
1131945	429
1131946	535
1131947	300
1131948	627
1132001	17
1132002	9
1132102	477
1132103	360
1132104	542
1132105	368
1132106	449
1132108	440
1132109	411
1132111	790
1132112	483
1132113	421
1132114	486
1132115	438
1132116	471
1132117	270
1132118	786
1132119	656
1132120	15
1132123	8
1132124	369
1132125	73
1132126	328
1132127	1246
1132128	318
1132129	388
1132130	213
1132201	557
1132202	321
1132203	487
1132204	317
1132205	377
1132206	342
1132207	251
1132208	333
1132209	587
1132210	359
1132211	493
1132212	249
1132213	433
1132214	242
1132215	565
1132216	774
1132217	1198
1132218	928
1132220	201
1132221	530
1132222	331
1132223	420
1132224	395
1132225	243
1132226	253
1132227	701
1132228	341
1132229	398
1132230	272
1132231	496
1132232	378
1132233	376
1132234	606
1132235	477
1132236	551
1132237	455
1132238	448
1132239	514
1132240	462
1132241	445
1132242	420
1132243	215
1132244	472
1132245	348
1132246	304
1132247	328
1132249	1341
1132250	908
1132251	1946
1132301	357
1132302	281
1132303	458
1132304	378
1132305	530
1132306	531
1132307	231
1132308	442
1132309	797
1132310	468
1132311	393
1132312	330
1132313	414
1132314	424
1132315	388
1132316	425
1132317	494
1132318	260
1132319	369
1132320	497
1132322	446
1132323	350
1132325	478
1132326	335
1132327	567
1132328	503
1132329	229
1132401	10
1132501	58
1132601	503
1132602	430
1132603	225
1132604	344
1132605	439
1132606	553
1132607	572
1132608	435
1132609	441
1132610	479
1132611	604
1132612	393
1132613	642
1132614	343
1132615	425
1132616	484
1132617	391
1132618	412
1132619	506
1132620	559
1132621	309
1132622	531
1132624	367
1132625	456
1132626	326
1132627	435
1132628	514
1132629	527
1132630	437
1132631	454
1132632	487
1132633	453
1132634	227
1132635	310
1132636	293
1132637	356
1132638	777
1132639	338
1132640	336
1132641	222
1132642	240
1132643	402
1132644	505
1132645	350
1132646	219
1132647	495
1132648	549
1132649	401
1132650	369
1132651	609
1132652	658
1132653	491
1132654	240
1132655	373
1132656	450
1132657	358
1132658	59
1132659	436
1132660	291
1132661	402
1132662	520
1132663	449
1132664	354
1132701	360
1132702	446
1132703	379
1132704	419
1132705	573
1132706	590
1132707	454
1132708	569
1132709	513
1132710	402
1132711	512
1132712	316
1132713	494
1132714	487
1132715	349
1132716	424
1132717	233
1132718	508
1132719	375
1132720	309
1132721	370
1132722	318
1132723	436
1132724	372
1132725	627
1132726	258
1132727	239
1132728	275
1132729	463
1132730	287
1132731	412
1132732	427
1132733	466
1132734	461
1132735	348
1132736	315
1132737	547
1132738	533
1132739	412
1132740	279
1132741	276
1132742	476
1132743	366
1132744	251
1132745	368
1132746	314
1132747	397
1132748	356
1132749	416
1132750	423
1132801	582
1132802	425
1132803	254
1132804	236
1132805	22
1132806	319
1132807	632
1132808	364
1132809	236
1132810	514
1132811	512
1132812	226
1132813	164
1132814	321
1132815	322
1132816	4
1132817	583
1132818	331
1132819	303
1132820	480
1132821	551
1132822	449
1132901	386
1132902	152
1132903	698
1132904	296
1132905	386
1132906	306
1132907	388
1132908	357
1132909	745
1132910	405
1132911	204
1132912	353
1132913	433
1132914	677
1132915	137
1132916	400
1132917	472
1132918	363
1132919	460
1132920	367
1132921	587
1132922	418
1132923	251
1132924	352
1132925	265
1132926	564
1132927	575
1132928	330
1133001	807
1133003	477
1133004	528
1133005	239
1133006	479
1133007	359
1133008	535
1133009	606
1133010	553
1133011	992
1133013	348
1133014	7
1133015	434
1133016	650
1133017	312
1133018	28
1133021	31
1133022	280
1133023	322
1133026	504
1133027	531
1133028	589
1133029	492
1133030	542
1133031	705
1133032	520
1133033	732
1133034	250
1133035	453
1133036	351
1133037	247
1133039	200
1133040	347
1133041	70
1133042	528
1133043	279
1133044	524
1133045	364
1133101	17
1133102	298
1133103	451
1133105	335
1133106	506
1133107	281
1133108	353
1133109	423
1133110	267
1133111	510
1133112	288
1133113	427
1133114	386
1133115	354
1133116	389
1133117	603
1133118	481
1133119	457
1133120	2203
1133121	391
1133122	311
1133123	422
1133124	569
1133125	389
1133126	1071
1133127	476
1133129	254
1133130	507
1133131	477
1133132	553
1133133	551
1133134	411
1133135	358
1133136	402
1133137	300
1133138	319
1133139	412
1133140	346
1133141	461
1133142	471
1133143	607
1133144	529
1133201	755
1133204	606
1133205	475
1133206	617
1133207	341
1133208	510
1133209	840
1133210	268
1133211	348
1133212	410
1133213	352
1133214	532
1133215	319
1133216	378
1133217	403
1133218	299
1133219	559
1133220	449
1133221	343
1133222	591
1133223	505
1133224	478
1133225	795
1133226	475
1133227	569
1133228	441
1133229	418
1133230	493
1133231	362
1133232	451
1133233	303
1133234	564
1133235	411
1133236	489
1133237	331
1133238	371
1133239	336
1133240	1322
1133241	363
1133242	397
1133243	494
1133244	399
1133245	470
1133246	286
1133247	456
1133248	374
1133249	623
1133250	397
1133251	344
1133252	355
1133253	110
1133254	1259
1133301	145
1133302	383
1133303	242
1133304	216
1133305	600
1133306	689
1133307	719
1133308	334
1133309	279
1133310	603
1133311	283
1133312	343
1133313	533
1133314	462
1133315	254
1133316	252
1133317	2434
1133318	379
1133319	535
1133320	619
1133321	259
1133322	414
1133323	391
1133324	398
1133325	381
1133326	278
1133327	120
1133328	241
1133329	499
1133330	339
1133331	441
1133332	162
1133333	472
1133334	425
1133335	233
1133336	361
1133337	220
1133338	488
1133339	308
1133340	392
1133341	289
1133342	385
1133343	463
1133344	291
1133345	609
1133346	380
1133347	741
1133348	502
1133349	420
1133401	267
1133402	591
1133403	692
1133404	406
1133405	368
1133406	527
1133408	469
1133409	418
1133410	479
1133411	381
1133413	496
1133416	479
1133418	736
1133419	353
1133420	153
1133421	482
1133422	368
1133423	409
1133424	568
1133425	417
1133428	520
1133429	341
1133430	436
1133431	582
1133432	835
1133433	219
1133436	450
1133437	373
1133438	624
1133439	98
1133440	463
1133441	366
1133442	392
1133443	166
1133444	358
1133445	461
1133446	815
1133447	312
1133448	578
1133449	380
1133450	507
1133451	319
1133452	1073
1133453	1099
1133454	302
1133455	550
1133501	385
1133502	451
1133503	727
1133504	175
1133505	482
1133506	376
1133507	468
1133508	169
1133509	301
1133510	872
1133511	286
1133512	337
1133513	4318
1133514	426
1133515	476
1133516	555
1133517	385
1133518	661
1133519	423
1133520	223
1133521	537
1133522	477
1133523	446
1133525	373
1133526	624
1133527	640
1133528	366
1133529	281
1133530	227
1133531	810
1133532	629
1133533	503
1133534	574
1133536	408
1133537	473
1133538	296
1133539	370
1133540	348
1133541	359
1133542	498
1133543	458
1133544	299
1133601	7
1133602	432
1133603	430
1133604	655
1133605	432
1133606	558
1133607	467
1133608	463
1133609	689
1133610	492
1133611	361
1133612	413
1133613	542
1133614	415
1133615	384
1133616	666
1133617	491
1133618	465
1133619	488
1133620	556
1133621	765
1133622	486
1133623	359
1133624	177
1133625	502
1133626	358
1133628	570
1133629	187
1133630	391
1133631	331
1133632	329
1133633	488
1133634	464
1133635	296
1133636	563
1133637	318
1133638	425
1133701	496
1133702	193
1133703	1240
1133704	258
1133705	495
1133706	512
1133707	761
1133708	375
1133709	1043
1133710	684
1133711	1060
1133713	636
1133714	1171
1133716	766
1133717	575
1133718	924
1133719	763
1133720	12
1133722	353
1133723	292
1133724	215
1133725	109
1133726	97
1133727	205
1133728	220
1133729	335
1133730	83
1133733	526
1133734	791
1133735	453
1133736	570
1133737	981
1133738	1112
1133740	392
1133743	305
1133744	409
1133746	250
1133747	576
1133748	244
1133749	646
1133751	607
1133752	128
1133753	14
1133754	407
1133755	96
1133756	916
1133757	30
1133758	1908
1133759	342
1133760	1584
1133761	262
1133801	310
1133802	572
1133803	1150
1133804	756
1133805	406
1133806	171
1133808	300
1133809	425
1133810	216
1133811	596
1133812	1635
1133813	467
1133814	696
1133815	1375
1133816	366
1133817	669
1133818	468
1133819	424
1133821	436
1133822	794
1133823	990
1133824	503
1133825	1803
1133826	599
1133827	576
1133828	778
1133829	352
1133830	852
1133831	722
1133832	2476
1133833	292
1133834	343
1133835	644
1133836	340
1133837	510
1133838	500
1133839	753
1133840	320
1133841	588
1133842	967
1133843	830
1133844	2570
1133845	917
1133846	442
1133847	1162
1133901	525
1133902	366
1133903	304
1133904	599
1133905	479
1133906	326
1133907	327
1133908	354
1133909	6
1133910	462
1133911	531
1133912	529
1133913	356
1133914	331
1133915	304
1133917	376
1133918	249
1133919	488
1133920	234
1133921	369
1133922	440
1133923	684
1133924	373
1133925	243
1133926	302
1133927	403
1133928	354
1133929	352
1133930	299
1133931	233
1133932	315
1133933	625
1133934	608
1133935	662
1133936	437
1133937	408
1133938	420
1133939	495
1133940	638
1133941	254
1133942	358
1133943	445
1133944	558
1133945	407
1133946	273
1133947	323
1134001	354
1134002	286
1134003	560
1134004	523
1134005	579
1134006	404
1134007	429
1134008	636
1134009	452
1134010	543
1134011	750
1134012	792
1134013	560
1134014	601
1134015	515
1134016	293
1134017	501
